2020-03-31,Cumulative Number of Cases by Onset Date,2020-03-04,Cases,95
2020-03-31,Cumulative Number of Cases by Onset Date,2020-03-05,Cases,112
2020-03-31,Cumulative Number of Cases by Onset Date,2020-03-06,Cases,145
2020-03-31,Cumulative Number of Cases by Onset Date,2020-03-07,Cases,174
2020-03-31,Cumulative Number of Cases by Onset Date,2020-03-08,Cases,222
2020-03-31,Cumulative Number of Cases by Onset Date,2020-03-09,Cases,302
2020-03-31,Cumulative Number of Cases by Onset Date,2020-03-10,Cases,389
2020-03-31,Cumulative Number of Cases by Onset Date,2020-03-11,Cases,469
2020-03-31,Cumulative Number of Cases by Onset Date,2020-03-12,Cases,569
2020-03-31,Cumulative Number of Cases by Onset Date,2020-03-13,Cases,677
2020-03-31,Cumulative Number of Cases by Onset Date,2020-03-14,Cases,773
2020-03-31,Cumulative Number of Cases by Onset Date,2020-03-15,Cases,863
2020-03-31,Cumulative Number of Cases by Onset Date,2020-03-16,Cases,1022
2020-03-31,Cumulative Number of Cases by Onset Date,2020-03-17,Cases,1211
2020-03-31,Cumulative Number of Cases by Onset Date,2020-03-18,Cases,1406
2020-03-31,Cumulative Number of Cases by Onset Date,2020-03-19,Cases,1550
2020-03-31,Cumulative Number of Cases by Onset Date,2020-03-20,Cases,1697
2020-03-31,Cumulative Number of Cases by Onset Date,2020-03-21,Cases,1773
2020-03-31,Cumulative Number of Cases by Onset Date,2020-03-22,Cases,1842
2020-03-31,Cumulative Number of Cases by Onset Date,2020-03-23,Cases,2073
2020-03-31,Cumulative Number of Cases by Onset Date,2020-03-24,Cases,2261
2020-03-31,Cumulative Number of Cases by Onset Date,2020-03-25,Cases,2464
2020-03-31,Cumulative Number of Cases by Onset Date,2020-03-26,Cases,2641
2020-03-31,Cumulative Number of Cases by Onset Date,2020-03-27,Cases,2810
2020-03-31,Cumulative Number of Cases by Onset Date,2020-03-28,Cases,2899
2020-03-31,Cumulative Number of Cases by Onset Date,2020-03-29,Cases,2954
2020-03-31,Cumulative Number of Cases by Onset Date,2020-03-30,Cases,2966
2020-03-31,Cumulative Number of Hospitalizations by Onset Date,2020-02-20,Cases,1
2020-03-31,Cumulative Number of Hospitalizations by Onset Date,2020-02-26,Cases,2
2020-03-31,Cumulative Number of Hospitalizations by Onset Date,2020-02-27,Cases,3
2020-03-31,Cumulative Number of Hospitalizations by Onset Date,2020-02-28,Cases,5
2020-03-31,Cumulative Number of Hospitalizations by Onset Date,2020-03-01,Cases,9
2020-03-31,Cumulative Number of Hospitalizations by Onset Date,2020-03-02,Cases,11
2020-03-31,Cumulative Number of Hospitalizations by Onset Date,2020-03-03,Cases,12
2020-03-31,Cumulative Number of Hospitalizations by Onset Date,2020-03-04,Cases,18
2020-03-31,Cumulative Number of Hospitalizations by Onset Date,2020-03-05,Cases,26
2020-03-31,Cumulative Number of Hospitalizations by Onset Date,2020-03-06,Cases,37
2020-03-31,Cumulative Number of Hospitalizations by Onset Date,2020-03-07,Cases,42
2020-03-31,Cumulative Number of Hospitalizations by Onset Date,2020-03-08,Cases,55
2020-03-31,Cumulative Number of Hospitalizations by Onset Date,2020-03-09,Cases,69
2020-03-31,Cumulative Number of Hospitalizations by Onset Date,2020-03-10,Cases,82
2020-03-31,Cumulative Number of Hospitalizations by Onset Date,2020-03-11,Cases,102
2020-03-31,Cumulative Number of Hospitalizations by Onset Date,2020-03-12,Cases,116
2020-03-31,Cumulative Number of Hospitalizations by Onset Date,2020-03-13,Cases,141
2020-03-31,Cumulative Number of Hospitalizations by Onset Date,2020-03-14,Cases,159
2020-03-31,Cumulative Number of Hospitalizations by Onset Date,2020-03-15,Cases,183
2020-03-31,Cumulative Number of Hospitalizations by Onset Date,2020-03-16,Cases,210
2020-03-31,Cumulative Number of Hospitalizations by Onset Date,2020-03-17,Cases,235
2020-03-31,Cumulative Number of Hospitalizations by Onset Date,2020-03-18,Cases,258
2020-03-31,Cumulative Number of Hospitalizations by Onset Date,2020-03-19,Cases,285
2020-03-31,Cumulative Number of Hospitalizations by Onset Date,2020-03-20,Cases,301
2020-03-31,Cumulative Number of Hospitalizations by Onset Date,2020-03-21,Cases,314
2020-03-31,Cumulative Number of Hospitalizations by Onset Date,2020-03-22,Cases,326
2020-03-31,Cumulative Number of Hospitalizations by Onset Date,2020-03-23,Cases,357
2020-03-31,Cumulative Number of Hospitalizations by Onset Date,2020-03-24,Cases,377
2020-03-31,Cumulative Number of Hospitalizations by Onset Date,2020-03-25,Cases,414
2020-03-31,Cumulative Number of Hospitalizations by Onset Date,2020-03-26,Cases,444
2020-03-31,Cumulative Number of Hospitalizations by Onset Date,2020-03-27,Cases,476
2020-03-31,Cumulative Number of Hospitalizations by Onset Date,2020-03-28,Cases,495
2020-03-31,Cumulative Number of Hospitalizations by Onset Date,2020-03-29,Cases,505
2020-03-31,Cumulative Number of Hospitalizations by Onset Date,2020-03-30,Cases,509
2020-03-31,Cumulative Number of Deaths by Onset Date,2020-03-01,Cases,3
2020-03-31,Cumulative Number of Deaths by Onset Date,2020-03-04,Cases,5
2020-03-31,Cumulative Number of Deaths by Onset Date,2020-03-05,Cases,8
2020-03-31,Cumulative Number of Deaths by Onset Date,2020-03-06,Cases,9
2020-03-31,Cumulative Number of Deaths by Onset Date,2020-03-07,Cases,11
2020-03-31,Cumulative Number of Deaths by Onset Date,2020-03-08,Cases,17
2020-03-31,Cumulative Number of Deaths by Onset Date,2020-03-09,Cases,20
2020-03-31,Cumulative Number of Deaths by Onset Date,2020-03-10,Cases,21
2020-03-31,Cumulative Number of Deaths by Onset Date,2020-03-11,Cases,23
2020-03-31,Cumulative Number of Deaths by Onset Date,2020-03-13,Cases,25
2020-03-31,Cumulative Number of Deaths by Onset Date,2020-03-14,Cases,28
2020-03-31,Cumulative Number of Deaths by Onset Date,2020-03-15,Cases,32
2020-03-31,Cumulative Number of Deaths by Onset Date,2020-03-16,Cases,37
2020-03-31,Cumulative Number of Deaths by Onset Date,2020-03-17,Cases,39
2020-03-31,Cumulative Number of Deaths by Onset Date,2020-03-18,Cases,40
2020-03-31,Cumulative Number of Deaths by Onset Date,2020-03-19,Cases,45
2020-03-31,Cumulative Number of Deaths by Onset Date,2020-03-20,Cases,46
2020-03-31,Cumulative Number of Deaths by Onset Date,2020-03-21,Cases,49
2020-03-31,Cumulative Number of Deaths by Onset Date,2020-03-22,Cases,52
2020-03-31,Cumulative Number of Deaths by Onset Date,2020-03-23,Cases,58
2020-03-31,Cumulative Number of Deaths by Onset Date,2020-03-24,Cases,64
2020-03-31,Cumulative Number of Deaths by Onset Date,2020-03-25,Cases,67
2020-03-31,Cumulative Number of Deaths by Onset Date,2020-03-26,Cases,69
2020-04-01,description,attribute,metric,value
2020-04-01,State Data,Statewide,Cases,3342
2020-04-01,State Data,Statewide,Hospitalizations,620
2020-04-01,State Data,Statewide,Counties,50
2020-04-01,State Data,Statewide,People Tested,18645
2020-04-01,State Data,Statewide,Deaths,80
2020-04-01,State Data,Statewide,Outbreaks,17
2020-04-01,State Data,Statewide,Rate Per 100000,58.69
2020-04-01,State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA
2020-04-01,State Data,Note,Outbreaks are investigated at residential and non-hospital heathcare facilities.,NA
2020-04-01,State Data,Note,"The state rate per 100,000 includes all cases (including cases who have not yet been assigned to a county).",NA
2020-04-01,Case Counts by County,Adams County,Cases,212
2020-04-01,Case Counts by County,Adams County,Rate Per 100000,41.44891323686685
2020-04-01,Case Counts by County,Alamosa County,Cases,4
2020-04-01,Case Counts by County,Alamosa County,Rate Per 100000,NA
2020-04-01,Case Counts by County,Arapahoe County,Cases,381
2020-04-01,Case Counts by County,Arapahoe County,Rate Per 100000,58.49461573182752
2020-04-01,Case Counts by County,Archuleta County,Cases,1
2020-04-01,Case Counts by County,Archuleta County,Rate Per 100000,NA
2020-04-01,Case Counts by County,Baca County,Cases,3
2020-04-01,Case Counts by County,Baca County,Rate Per 100000,NA
2020-04-01,Case Counts by County,Bent County,Cases,0
2020-04-01,Case Counts by County,Bent County,Rate Per 100000,NA
2020-04-01,Case Counts by County,Boulder County,Cases,114
2020-04-01,Case Counts by County,Boulder County,Rate Per 100000,35.02562400914353
2020-04-01,Case Counts by County,Broomfield County,Cases,21
2020-04-01,Case Counts by County,Broomfield County,Rate Per 100000,30.236274890933437
2020-04-01,Case Counts by County,Chaffee County,Cases,17
2020-04-01,Case Counts by County,Chaffee County,Rate Per 100000,84.88116636708608
2020-04-01,Case Counts by County,Cheyenne County,Cases,0
2020-04-01,Case Counts by County,Cheyenne County,Rate Per 100000,NA
2020-04-01,Case Counts by County,Clear Creek County,Cases,6
2020-04-01,Case Counts by County,Clear Creek County,Rate Per 100000,62.09251785159888
2020-04-01,Case Counts by County,Conejos County,Cases,0
2020-04-01,Case Counts by County,Conejos County,Rate Per 100000,NA
2020-04-01,Case Counts by County,Costilla County,Cases,3
2020-04-01,Case Counts by County,Costilla County,Rate Per 100000,NA
2020-04-01,Case Counts by County,Crowley County,Cases,1
2020-04-01,Case Counts by County,Crowley County,Rate Per 100000,NA
2020-04-01,Case Counts by County,Custer County,Cases,0
2020-04-01,Case Counts by County,Custer County,Rate Per 100000,NA
2020-04-01,Case Counts by County,Delta County,Cases,1
2020-04-01,Case Counts by County,Delta County,Rate Per 100000,NA
2020-04-01,Case Counts by County,Denver County,Cases,586
2020-04-01,Case Counts by County,Denver County,Rate Per 100000,81.63868057403417
2020-04-01,Case Counts by County,Dolores County,Cases,0
2020-04-01,Case Counts by County,Dolores County,Rate Per 100000,NA
2020-04-01,Case Counts by County,Douglas County,Cases,158
2020-04-01,Case Counts by County,Douglas County,Rate Per 100000,46.08536877045403
2020-04-01,Case Counts by County,Eagle County,Cases,295
2020-04-01,Case Counts by County,Eagle County,Rate Per 100000,537.7030056686656
2020-04-01,Case Counts by County,El Paso County,Cases,314
2020-04-01,Case Counts by County,El Paso County,Rate Per 100000,43.953275148902215
2020-04-01,Case Counts by County,Elbert County,Cases,5
2020-04-01,Case Counts by County,Elbert County,Rate Per 100000,19.070867343046764
2020-04-01,Case Counts by County,Fremont County,Cases,2
2020-04-01,Case Counts by County,Fremont County,Rate Per 100000,NA
2020-04-01,Case Counts by County,Garfield County,Cases,34
2020-04-01,Case Counts by County,Garfield County,Rate Per 100000,56.8495326634006
2020-04-01,Case Counts by County,Gilpin County,Cases,0
2020-04-01,Case Counts by County,Gilpin County,Rate Per 100000,NA
2020-04-01,Case Counts by County,Grand County,Cases,4
2020-04-01,Case Counts by County,Grand County,Rate Per 100000,NA
2020-04-01,Case Counts by County,Grand Total County,Cases,3342
2020-04-01,Case Counts by County,Grand Total County,Rate Per 100000,NA
2020-04-01,Case Counts by County,Gunnison County,Cases,84
2020-04-01,Case Counts by County,Gunnison County,Rate Per 100000,489.1399289582484
2020-04-01,Case Counts by County,Hinsdale County,Cases,1
2020-04-01,Case Counts by County,Hinsdale County,Rate Per 100000,NA
2020-04-01,Case Counts by County,Huerfano County,Cases,1
2020-04-01,Case Counts by County,Huerfano County,Rate Per 100000,NA
2020-04-01,Case Counts by County,Jackson County,Cases,0
2020-04-01,Case Counts by County,Jackson County,Rate Per 100000,NA
2020-04-01,Case Counts by County,Jefferson County,Cases,356
2020-04-01,Case Counts by County,Jefferson County,Rate Per 100000,61.4332232942358
2020-04-01,Case Counts by County,Kiowa County,Cases,0
2020-04-01,Case Counts by County,Kiowa County,Rate Per 100000,NA
2020-04-01,Case Counts by County,Kit Carson County,Cases,4
2020-04-01,Case Counts by County,Kit Carson County,Rate Per 100000,NA
2020-04-01,Case Counts by County,La Plata County,Cases,23
2020-04-01,Case Counts by County,La Plata County,Rate Per 100000,40.777972802865094
2020-04-01,Case Counts by County,Lake County,Cases,2
2020-04-01,Case Counts by County,Lake County,Rate Per 100000,NA
2020-04-01,Case Counts by County,Larimer County,Cases,107
2020-04-01,Case Counts by County,Larimer County,Rate Per 100000,30.53984164949395
2020-04-01,Case Counts by County,Las Animas County,Cases,0
2020-04-01,Case Counts by County,Las Animas County,Rate Per 100000,NA
2020-04-01,Case Counts by County,Lincoln County,Cases,1
2020-04-01,Case Counts by County,Lincoln County,Rate Per 100000,NA
2020-04-01,Case Counts by County,Logan County,Cases,6
2020-04-01,Case Counts by County,Logan County,Rate Per 100000,27.454928159604645
2020-04-01,Case Counts by County,Mesa County,Cases,14
2020-04-01,Case Counts by County,Mesa County,Rate Per 100000,9.112803488901907
2020-04-01,Case Counts by County,Mineral County,Cases,2
2020-04-01,Case Counts by County,Mineral County,Rate Per 100000,NA
2020-04-01,Case Counts by County,Moffat County,Cases,4
2020-04-01,Case Counts by County,Moffat County,Rate Per 100000,NA
2020-04-01,Case Counts by County,Montezuma County,Cases,1
2020-04-01,Case Counts by County,Montezuma County,Rate Per 100000,NA
2020-04-01,Case Counts by County,Montrose County,Cases,13
2020-04-01,Case Counts by County,Montrose County,Rate Per 100000,30.761949834358735
2020-04-01,Case Counts by County,Morgan County,Cases,5
2020-04-01,Case Counts by County,Morgan County,Rate Per 100000,17.542013121425814
2020-04-01,Case Counts by County,Otero County,Cases,3
2020-04-01,Case Counts by County,Otero County,Rate Per 100000,NA
2020-04-01,Case Counts by County,Ouray County,Cases,0
2020-04-01,Case Counts by County,Ouray County,Rate Per 100000,NA
2020-04-01,Case Counts by County,Park County,Cases,3
2020-04-01,Case Counts by County,Park County,Rate Per 100000,NA
2020-04-01,Case Counts by County,Phillips County,Cases,1
2020-04-01,Case Counts by County,Phillips County,Rate Per 100000,NA
2020-04-01,Case Counts by County,Pitkin County,Cases,33
2020-04-01,Case Counts by County,Pitkin County,Rate Per 100000,184.57408132445886
2020-04-01,Case Counts by County,Prowers County,Cases,0
2020-04-01,Case Counts by County,Prowers County,Rate Per 100000,NA
2020-04-01,Case Counts by County,Pueblo County,Cases,22
2020-04-01,Case Counts by County,Pueblo County,Rate Per 100000,13.164508485124106
2020-04-01,Case Counts by County,Rio Blanco County,Cases,0
2020-04-01,Case Counts by County,Rio Blanco County,Rate Per 100000,NA
2020-04-01,Case Counts by County,Rio Grande County,Cases,5
2020-04-01,Case Counts by County,Rio Grande County,Rate Per 100000,44.53946196329948
2020-04-01,Case Counts by County,Routt County,Cases,19
2020-04-01,Case Counts by County,Routt County,Rate Per 100000,73.97889654635361
2020-04-01,Case Counts by County,Saguache County,Cases,1
2020-04-01,Case Counts by County,Saguache County,Rate Per 100000,NA
2020-04-01,Case Counts by County,San Juan County,Cases,0
2020-04-01,Case Counts by County,San Juan County,Rate Per 100000,NA
2020-04-01,Case Counts by County,San Miguel County,Cases,4
2020-04-01,Case Counts by County,San Miguel County,Rate Per 100000,NA
2020-04-01,Case Counts by County,Sedgwick County,Cases,0
2020-04-01,Case Counts by County,Sedgwick County,Rate Per 100000,NA
2020-04-01,Case Counts by County,Summit County,Cases,23
2020-04-01,Case Counts by County,Summit County,Rate Per 100000,74.25822490556291
2020-04-01,Case Counts by County,Teller County,Cases,7
2020-04-01,Case Counts by County,Teller County,Rate Per 100000,27.932960893854748
2020-04-01,Case Counts by County,Unknown Or Pending County,Cases,139
2020-04-01,Case Counts by County,Unknown Or Pending County,Rate Per 100000,NA
2020-04-01,Case Counts by County,Washington County,Cases,1
2020-04-01,Case Counts by County,Washington County,Rate Per 100000,NA
2020-04-01,Case Counts by County,Weld County,Cases,293
2020-04-01,Case Counts by County,Weld County,Rate Per 100000,93.23757124082343
2020-04-01,Case Counts by County,Yuma County,Cases,2
2020-04-01,Case Counts by County,Yuma County,Rate Per 100000,NA
2020-04-01,Case Counts by County,Note,Cases include people who had a positive lab test positive and cases that public health identified and determined were likely to have COVID-19 because of their symptoms and close contact with someone who tested positive. The number of untested cases included in the total case count is a very small portion of the total cases reported.,NA
2020-04-01,Case Counts by County,Note,People who tested positive for COVID-19 in Colorado while visiting are included in the county where they were identified.,NA
